ticker,name,market,sector,sub_industry,market_cap_usd_b,source,company_type,turnaround_flag,universe_role,quality_risk_level,risk_flags,review_reason,recommended_next_action
NVDA,NVIDIA Corporation,US,Information Technology,Semiconductors,5380.0,SP500+NDX,BIG_TECH_AI_INFRA,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
GOOGL,Alphabet Inc. Class A,US,Communication Services,Interactive Media & Services,4810.0,SP500+NDX,BIG_TECH_AI_INFRA,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
GOOG,Alphabet Inc. Class C,US,Communication Services,Interactive Media & Services,4790.0,SP500+NDX,BIG_TECH_AI_INFRA,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
AAPL,Apple Inc.,US,Information Technology,Technology Hardware,4370.0,SP500+NDX,BIG_TECH_AI_INFRA,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
MSFT,Microsoft Corporation,US,Information Technology,Software,3150.0,SP500+NDX,BIG_TECH_AI_INFRA,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
AMZN,Amazon.com Inc.,US,Consumer Discretionary,Broadline Retail,2850.0,SP500+NDX,BIG_TECH_AI_INFRA,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
AVGO,Broadcom Inc.,US,Information Technology,Semiconductors,1990.0,SP500+NDX,BIG_TECH_AI_INFRA,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
META,Meta Platforms Inc.,US,Communication Services,Interactive Media & Services,1550.0,SP500+NDX,BIG_TECH_AI_INFRA,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
TSLA,Tesla Inc.,US,Consumer Discretionary,Automobiles,1540.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
WMT,Walmart Inc.,US,Consumer Staples,Consumer Staples Distribution,1060.0,SP500,DEFENSIVE,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
BRK.B,Berkshire Hathaway Inc.,US,Financials,Financial Services,1050.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
LLY,Eli Lilly and Company,US,Health Care,Pharmaceuticals,881.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
JPM,JPMorgan Chase & Co.,US,Financials,Banks,805.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
MU,Micron Technology Inc.,US,Information Technology,Semiconductors,768.0,SP500+NDX,BIG_TECH_AI_INFRA,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
AMD,Advanced Micro Devices Inc.,US,Information Technology,Semiconductors,686.0,SP500+NDX,BIG_TECH_AI_INFRA,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
XOM,Exxon Mobil Corporation,US,Energy,Oil Gas & Consumable Fuels,665.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
V,Visa Inc.,US,Financials,Financial Services,626.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
JNJ,Johnson & Johnson,US,Health Care,Pharmaceuticals,551.0,SP500,DEFENSIVE,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
INTC,Intel Corporation,US,Information Technology,Semiconductors,543.0,SP500+NDX,,Y,HIGH_RISK_REVIEW,HIGH,TURNAROUND_RISK,TURNAROUND_IN_PROGRESS; METADATA_ONLY_AUDIT; turnaround flag prevents core classification,REVIEW_BEFORE_SCORING
ORCL,Oracle Corporation,US,Information Technology,Software,536.0,SP500,BIG_TECH_AI_INFRA,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
COST,Costco Wholesale Corporation,US,Consumer Staples,Consumer Staples Distribution,477.0,SP500+NDX,DEFENSIVE,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
CSCO,Cisco Systems Inc.,US,Information Technology,Communications Equipment,469.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
MA,Mastercard Incorporated,US,Financials,Financial Services,446.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
CAT,Caterpillar Inc.,US,Industrials,Machinery,397.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
CVX,Chevron Corporation,US,Energy,Oil Gas & Consumable Fuels,387.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
NFLX,Netflix Inc.,US,Communication Services,Entertainment,377.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
ABBV,AbbVie Inc.,US,Health Care,Biotechnology,369.0,SP500,,N,EXTENDED,MEDIUM,BIOTECH_RISK;HEALTHCARE_EVENT_RISK,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
BAC,Bank of America Corporation,US,Financials,Banks,359.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
UNH,UnitedHealth Group Incorporated,US,Health Care,Health Care Providers,355.0,SP500,,N,CORE,LOW,HEALTHCARE_EVENT_RISK,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
KO,The Coca-Cola Company,US,Consumer Staples,Beverages,349.0,SP500,DEFENSIVE,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
LRCX,Lam Research Corporation,US,Information Technology,Semiconductor Equipment,347.0,SP500+NDX,BIG_TECH_AI_INFRA,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
PG,The Procter & Gamble Company,US,Consumer Staples,Household Products,331.0,SP500,DEFENSIVE,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
AMAT,Applied Materials Inc.,US,Information Technology,Semiconductor Equipment,328.0,SP500+NDX,BIG_TECH_AI_INFRA,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
PLTR,Palantir Technologies Inc.,US,Information Technology,Software,323.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
MS,Morgan Stanley,US,Financials,Capital Markets,303.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
HD,The Home Depot Inc.,US,Consumer Discretionary,Specialty Retail,298.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
PM,Philip Morris International Inc.,US,Consumer Staples,Tobacco,298.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
GE,GE Aerospace,US,Industrials,Aerospace & Defense,298.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
GS,The Goldman Sachs Group Inc.,US,Financials,Capital Markets,290.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
MRK,Merck & Co. Inc.,US,Health Care,Pharmaceuticals,278.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
TXN,Texas Instruments Incorporated,US,Information Technology,Semiconductors,273.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
GEV,GE Vernova Inc.,US,Industrials,Electrical Equipment,272.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
RTX,RTX Corporation,US,Industrials,Aerospace & Defense,236.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
LIN,Linde plc,US,Materials,Chemicals,236.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
KLAC,KLA Corporation,US,Information Technology,Semiconductor Equipment,229.0,SP500+NDX,BIG_TECH_AI_INFRA,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
WFC,Wells Fargo & Company,US,Financials,Banks,227.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
QCOM,QUALCOMM Incorporated,US,Information Technology,Semiconductors,214.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
AXP,American Express Company,US,Financials,Consumer Finance,213.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
IBM,IBM Corporation,US,Information Technology,IT Services,209.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
C,Citigroup Inc.,US,Financials,Banks,208.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
TMUS,T-Mobile US Inc.,US,Communication Services,Wireless Telecommunication,206.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
ADI,Analog Devices Inc.,US,Information Technology,Semiconductors,204.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
PEP,PepsiCo Inc.,US,Consumer Staples,Beverages,203.0,SP500+NDX,DEFENSIVE,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
PANW,Palo Alto Networks Inc.,US,Information Technology,Software,200.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
MCD,McDonald's Corporation,US,Consumer Discretionary,Hotels Restaurants,200.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
SNDK,Sandisk Corporation,US,Information Technology,"Technology Hardware, Storage & Peripherals",197.0,SP500+NDX_NEW_APR2026; sub_industry_corrected_v0_2,,N,CORE,LOW,RECENT_INDEX_INCLUSION,RECENT_INDEX_INCLUSION; METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
VZ,Verizon Communications Inc.,US,Communication Services,Diversified Telecommunication,195.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
NEE,NextEra Energy Inc.,US,Utilities,Electric Utilities,185.0,SP500,DEFENSIVE,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
DIS,The Walt Disney Company,US,Communication Services,Entertainment,180.0,SP500,,Y,HIGH_RISK_REVIEW,HIGH,TURNAROUND_RISK,TURNAROUND_IN_PROGRESS; METADATA_ONLY_AUDIT; turnaround flag prevents core classification,REVIEW_BEFORE_SCORING
ANET,Arista Networks Inc.,US,Information Technology,Communications Equipment,178.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
BLK,BlackRock Inc.,US,Financials,Capital Markets,176.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
AMGN,Amgen Inc.,US,Health Care,Biotechnology,175.0,SP500+NDX,,N,EXTENDED,MEDIUM,BIOTECH_RISK;HEALTHCARE_EVENT_RISK,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
BA,The Boeing Company,US,Industrials,Aerospace & Defense,173.0,SP500,,Y,HIGH_RISK_REVIEW,HIGH,TURNAROUND_RISK,TURNAROUND_IN_PROGRESS; METADATA_ONLY_AUDIT; turnaround flag prevents core classification,REVIEW_BEFORE_SCORING
T,AT&T Inc.,US,Communication Services,Diversified Telecommunication,169.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
TJX,The TJX Companies Inc.,US,Consumer Discretionary,Specialty Retail,166.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
STX,Seagate Technology Holdings plc,US,Information Technology,Technology Hardware,166.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
APP,AppLovin Corporation,US,Information Technology,Software,165.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
TMO,Thermo Fisher Scientific Inc.,US,Health Care,Life Sciences Tools,164.0,SP500,,N,CORE,LOW,HEALTHCARE_EVENT_RISK,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
UNP,Union Pacific Corporation,US,Industrials,Ground Transportation,163.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
GILD,Gilead Sciences Inc.,US,Health Care,Biotechnology,160.0,SP500+NDX,,N,EXTENDED,MEDIUM,BIOTECH_RISK;HEALTHCARE_EVENT_RISK,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
SCHW,The Charles Schwab Corporation,US,Financials,Capital Markets,160.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
WDC,Western Digital Corporation,US,Information Technology,Technology Hardware,158.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
CRWD,CrowdStrike Holdings Inc.,US,Information Technology,Software,157.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
ISRG,Intuitive Surgical Inc.,US,Health Care,Health Care Equipment,155.0,SP500+NDX,,N,CORE,LOW,HEALTHCARE_EVENT_RISK,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
DELL,Dell Technologies Inc.,US,Information Technology,Technology Hardware,154.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
GLW,Corning Incorporated,US,Information Technology,Electronic Components,153.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
ABT,Abbott Laboratories,US,Health Care,Health Care Equipment,153.0,SP500,,N,CORE,LOW,HEALTHCARE_EVENT_RISK,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
UBER,Uber Technologies Inc.,US,Industrials,Ground Transportation,152.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
DE,Deere & Company,US,Industrials,Machinery,152.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
COP,ConocoPhillips,US,Energy,Oil Gas & Consumable Fuels,151.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
WELL,Welltower Inc.,US,Real Estate,Health Care REITs,150.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
APH,Amphenol Corporation,US,Information Technology,Electronic Components,149.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
ETN,Eaton Corporation plc,US,Industrials,Electrical Equipment,148.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
CRM,Salesforce Inc.,US,Information Technology,Software,146.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
PFE,Pfizer Inc.,US,Health Care,Pharmaceuticals,144.0,SP500,,Y,HIGH_RISK_REVIEW,HIGH,TURNAROUND_RISK;HEALTHCARE_EVENT_RISK,TURNAROUND_IN_PROGRESS; METADATA_ONLY_AUDIT; turnaround flag prevents core classification,REVIEW_BEFORE_SCORING
BX,Blackstone Inc.,US,Financials,Capital Markets,143.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
HON,Honeywell International Inc.,US,Industrials,Industrial Conglomerates,137.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
PLD,Prologis Inc.,US,Real Estate,Industrial REITs,135.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
VRT,Vertiv Holdings Co,US,Industrials,Electrical Equipment,130.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
CB,Chubb Limited,US,Financials,Insurance,128.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
SPGI,S&P Global Inc.,US,Financials,Capital Markets,123.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
MO,Altria Group Inc.,US,Consumer Staples,Tobacco,123.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
CVS,CVS Health Corporation,US,Health Care,Health Care Providers,122.0,SP500,,Y,HIGH_RISK_REVIEW,HIGH,TURNAROUND_RISK;HEALTHCARE_EVENT_RISK,TURNAROUND_IN_PROGRESS; METADATA_ONLY_AUDIT; turnaround flag prevents core classification,REVIEW_BEFORE_SCORING
LOW,Lowe's Companies Inc.,US,Consumer Discretionary,Specialty Retail,122.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
LMT,Lockheed Martin Corporation,US,Industrials,Aerospace & Defense,121.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
SBUX,Starbucks Corporation,US,Consumer Discretionary,Hotels Restaurants,121.0,SP500+NDX,,Y,HIGH_RISK_REVIEW,HIGH,TURNAROUND_RISK,TURNAROUND_IN_PROGRESS; METADATA_ONLY_AUDIT; turnaround flag prevents core classification,REVIEW_BEFORE_SCORING
BKNG,Booking Holdings Inc.,US,Consumer Discretionary,Hotels Restaurants,120.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
SYK,Stryker Corporation,US,Health Care,Health Care Equipment,120.0,SP500,,N,CORE,LOW,HEALTHCARE_EVENT_RISK,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
PGR,The Progressive Corporation,US,Financials,Insurance,119.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
NEM,Newmont Corporation,US,Materials,Metals & Mining,117.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
BMY,Bristol-Myers Squibb Company,US,Health Care,Pharmaceuticals,117.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
COF,Capital One Financial Corporation,US,Financials,Consumer Finance,116.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
DHR,Danaher Corporation,US,Health Care,Life Sciences Tools,115.0,SP500,,N,CORE,LOW,HEALTHCARE_EVENT_RISK,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
INTU,Intuit Inc.,US,Information Technology,Software,111.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
VRTX,Vertex Pharmaceuticals Incorporated,US,Health Care,Biotechnology,110.0,SP500+NDX,,N,EXTENDED,MEDIUM,BIOTECH_RISK;HEALTHCARE_EVENT_RISK,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
CME,CME Group Inc.,US,Financials,Capital Markets,110.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
ACN,Accenture plc,US,Information Technology,IT Services,109.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
PWR,Quanta Services Inc.,US,Industrials,Construction & Engineering,108.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
PH,Parker-Hannifin Corporation,US,Industrials,Machinery,108.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
NOW,ServiceNow Inc.,US,Information Technology,Software,106.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
SO,The Southern Company,US,Utilities,Electric Utilities,105.0,SP500,DEFENSIVE,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
EQIX,Equinix Inc.,US,Real Estate,Specialized REITs,104.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
ADBE,Adobe Inc.,US,Information Technology,Software,103.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
HWM,Howmet Aerospace Inc.,US,Industrials,Aerospace & Defense,102.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
TT,Trane Technologies plc,US,Industrials,Building Products,101.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
MDT,Medtronic plc,US,Health Care,Health Care Equipment,99.0,SP500,,N,CORE,LOW,HEALTHCARE_EVENT_RISK,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
DUK,Duke Energy Corporation,US,Utilities,Electric Utilities,95.0,SP500,DEFENSIVE,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
SNPS,Synopsys Inc.,US,Information Technology,Software,95.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
CDNS,Cadence Design Systems Inc.,US,Information Technology,Software,95.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
WMB,The Williams Companies Inc.,US,Energy,Oil Gas & Consumable Fuels,95.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
MAR,Marriott International Inc.,US,Consumer Discretionary,Hotels Restaurants,94.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
CEG,Constellation Energy Corporation,US,Utilities,Electric Utilities,94.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
HCA,HCA Healthcare Inc.,US,Health Care,Health Care Providers,93.0,SP500,,N,CORE,LOW,HEALTHCARE_EVENT_RISK,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
BK,The Bank of New York Mellon Corporation,US,Financials,Capital Markets,93.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
CMI,Cummins Inc.,US,Industrials,Machinery,93.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
MCK,McKesson Corporation,US,Health Care,Health Care Providers,93.0,SP500,,N,CORE,LOW,HEALTHCARE_EVENT_RISK,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
FTNT,Fortinet Inc.,US,Information Technology,Software,92.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
GD,General Dynamics Corporation,US,Industrials,Aerospace & Defense,92.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
WM,Waste Management Inc.,US,Industrials,Commercial Services,89.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
ADP,Automatic Data Processing Inc.,US,Industrials,Professional Services,89.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
CMCSA,Comcast Corporation,US,Communication Services,Media,89.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
ICE,Intercontinental Exchange Inc.,US,Financials,Capital Markets,88.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
FDX,FedEx Corporation,US,Industrials,Air Freight & Logistics,88.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
FCX,Freeport-McMoRan Inc.,US,Materials,Metals & Mining,86.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
MNST,Monster Beverage Corporation,US,Consumer Staples,Beverages,86.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
KKR,KKR & Co. Inc.,US,Financials,Capital Markets,86.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
